id	label	prob	run_id
data/arabic_memes_fb_insta_pinterest/Instagram/IMAGES/de7ktna/2021-03-14_17-28-14_UTC.jpg	not_propaganda	0.37347766757011414	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_image_august13/www.pinterest.com_pin_78742693468545132/ebbb8d1fe47f4479a566e62a8a05a803.jpg	not_propaganda	0.31846070289611816	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_image_august13/www.pinterest.com_pin_147915169002483733/95bc20b0b3c9d58e436449dbde46c52b.jpg	propaganda	0.646679699420929	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_173388654391587644/a920d27fd7032b6885b895b665cccd57.jpg	not_propaganda	0.44197776913642883	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Instagram/IMAGES/ex.officiall/2020-02-01_13-51-02_UTC.jpg	not_propaganda	0.41926679015159607	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Instagram/IMAGES/8yerjaw/2022-02-13_19-43-11_UTC.jpg	not_propaganda	0.38485750555992126	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_302163456262798283/ffdbbc5e32258a7d3b6db849e17e3ba4.jpg	propaganda	0.7868659496307373	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_image_august13/www.pinterest.com_pin_44121271342927477/001b2766670bdabeda262d274f1736fb.jpg	not_propaganda	0.39341458678245544	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_image_august13/www.pinterest.com_pin_899031144344763392/068a4865772462e714a57c070687166d.jpg	not_propaganda	0.441646546125412	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Instagram/IMAGES/ex.officiall/2021-06-17_13-07-36_UTC.jpg	not_propaganda	0.32421875	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Facebook/images/True.Memes.Comics/218346009_537513507596095_8081378767644713356_n.jpg	not_propaganda	0.31660398840904236	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Instagram/IMAGES/ex.officiall/2020-07-05_11-59-24_UTC.jpg	not_propaganda	0.39165961742401123	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_image_august13/www.pinterest.com_pin_44121271342927477/e99f66580d71080319068a56bf2e8842.jpg	not_propaganda	0.41539841890335083	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Instagram/IMAGES/ex.officiall/2020-06-25_12-16-46_UTC.jpg	not_propaganda	0.3575286269187927	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_image_august13/www.pinterest.com_pin_44121271342927477/6283f3776bb9aa06cd52073a79240304.jpg	propaganda	0.9357010126113892	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Facebook/images/FeministsPS/361612123_661322626030421_755497021638397027_n.jpg	propaganda	0.6844187378883362	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Instagram/IMAGES/ex.officiall/2020-03-30_17-35-16_UTC.jpg	not_propaganda	0.38344326615333557	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Instagram/IMAGES/comiicsatk/2022-04-24_18-42-08_UTC.jpg	not_propaganda	0.373454749584198	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Instagram/IMAGES/ex.officiall/2023-03-06_13-15-24_UTC.jpg	not_propaganda	0.3343612253665924	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Facebook/images/MemesYard/242529449_929351387685226_2103520543704326831_n.jpg	not_propaganda	0.38522857427597046	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_image_august13/www.pinterest.com_pin_126241595793002111/4a0c6a1c8a27550a7a1aafdcc47fe1ee.jpg	propaganda	0.6073355078697205	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Facebook/images/salsamemers/355316754_764992038746162_7332591476055171567_n.jpg	not_propaganda	0.44061702489852905	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Instagram/IMAGES/ex.officiall/2022-10-20_19-19-49_UTC.jpg	not_propaganda	0.3371574282646179	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
