id	label	prob	run_id
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_374924737743995066/f17dc1666abd5ee7c5fdb150d416d372.jpg	propaganda	0.5476722121238708	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_image_august13/www.pinterest.com_pin_44121271342927477/e431087eb479d5856c93276dd9fef6d8.jpg	not_propaganda	0.4629219174385071	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_358810295319095213/d268bc15905b532dda237d9a7dad6954.jpg	not_propaganda	0.37237194180488586	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Facebook/images/salsamemers/351134367_593272979575860_5481089331196021373_n.jpg	propaganda	0.6141030192375183	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_image_august13/www.pinterest.com_pin_44121271342927477/6283f3776bb9aa06cd52073a79240304.jpg	propaganda	0.9264265298843384	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Instagram/IMAGES/comiicsatk/2021-05-19_15-52-31_UTC.jpg	not_propaganda	0.37665531039237976	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/fb_memes/ArabianMemez/44511775_481340015706898_2882644300884082688_n.jpg	propaganda	0.8898853063583374	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/fb_memes/ArabianMemez/144198458_1051405025367058_982236224103892320_n.jpg	not_propaganda	0.47295916080474854	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_361413938847052075/40f32ffa7b8ab3dfadcb264574b09ea9.jpg	not_propaganda	0.38299843668937683	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Instagram/IMAGES/de7ktna/2021-12-03_20-44-55_UTC.jpg	not_propaganda	0.3641369342803955	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Instagram/IMAGES/ex.officiall/2020-04-18_12-38-20_UTC.jpg	not_propaganda	0.4692857265472412	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_image_august13/www.pinterest.com_pin_115264071700638504/06184594444e29f545e635df571b0815.jpg	not_propaganda	0.43783995509147644	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_image_august13/www.pinterest.com_pin_126241595793002111/cdafd81fb226da5f47ddc2e6cf581e67.jpg	not_propaganda	0.4442785084247589	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Instagram/IMAGES/de7ktna/2021-05-01_07-44-20_UTC.jpg	propaganda	0.5602515339851379	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_358810295319095213/de668de0aa131760fe7b6692c6d05928.jpg	not_propaganda	0.3635118901729584	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Instagram/IMAGES/de7ktna/2020-12-25_15-43-12_UTC.jpg	not_propaganda	0.3668633699417114	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/fb_memes/ArabianMemez/42303742_467871173720449_5277532165511315456_n.jpg	propaganda	0.8725454807281494	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Facebook/images/nasseralkhlify/29790729_1631688883594261_1662085631549340539_n.jpg	propaganda	0.8144896626472473	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Instagram/IMAGES/ex.officiall/2022-12-28_11-20-18_UTC.jpg	not_propaganda	0.3270893692970276	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
data/arabic_memes_fb_insta_pinterest/Instagram/IMAGES/ex.officiall/2021-08-05_10-27-00_UTC.jpg	not_propaganda	0.3741166293621063	kevinmathew_resnet50_aubmindlab/bert-base-arabertv2_roberta-base_concatenation.tsv
